ua,especialidad,estado,fecha_inicio,fecha_fin,numeros,asignados,asistidos,libres,fecha_datos
Yano Rodriguez,Odontología,Cerrada,2025-01-30 10:00:00,2025-01-30 12:00:00,4,4,3,0,2025-03-15 06:01:41
La Teja,Psicología,Cerrada,2025-01-30 10:00:00,2025-01-30 13:00:00,3,3,2,0,2025-03-15 06:01:41
Crottogini,Psicología,Cerrada,2025-01-30 10:00:00,2025-01-30 13:00:00,3,3,1,0,2025-03-15 06:01:41
Casabo,Medicina Familiar,Cerrada,2025-01-30 10:00:00,2025-01-30 13:00:00,7,8,4,0,2025-03-15 06:01:41
Parque Bellan,Trabajo Social,Cerrada,2025-01-30 10:00:00,2025-01-30 15:30:00,11,13,8,0,2025-03-15 06:01:41
Zully Sanchez,Medicina Familiar,Cerrada,2025-01-30 10:10:00,2025-01-30 10:30:00,1,2,1,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina Familiar,Cerrada,2025-01-30 10:10:00,2025-01-30 11:10:00,3,4,2,0,2025-03-15 06:01:41
Francisco Pucci,Pediatría,Cerrada,2025-01-30 10:10:00,2025-01-30 11:10:00,4,5,5,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-30 10:10:00,2025-01-30 12:50:00,8,9,4,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-30 10:15:00,2025-01-30 11:15:00,4,4,3,0,2025-03-15 06:01:41
Aquiles Lanza,Odontología,Cerrada,2025-01-30 10:30:00,2025-01-30 11:00:00,2,2,1,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-30 10:30:00,2025-01-30 11:30:00,3,3,3,0,2025-03-15 06:01:41
Paso De La Arena,Odontología,Cerrada,2025-01-30 10:30:00,2025-01-30 11:30:00,4,4,1,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-30 10:30:00,2025-01-30 11:30:00,2,2,2,0,2025-03-15 06:01:41
Inve 16,Partera,Cerrada,2025-01-30 10:30:00,2025-01-30 12:30:00,6,5,4,0,2025-03-15 06:01:41
Francisco Pucci,Nutrición,Cerrada,2025-01-30 10:30:00,2025-01-30 13:00:00,5,2,1,0,2025-03-15 06:01:41
Zully Sanchez,Medicina General,Cerrada,2025-01-30 10:30:00,2025-01-30 13:30:00,9,9,6,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-30 10:30:00,2025-01-30 14:00:00,5,6,2,0,2025-03-15 06:01:41
La Paloma,Odontología,Cerrada,2025-01-30 10:30:00,2025-01-30 14:00:00,7,7,5,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-30 10:30:00,2025-01-30 15:00:00,6,7,4,0,2025-03-15 06:01:41
Punta De Rieles,Pediatría,Cerrada,2025-01-30 10:40:00,2025-01-30 11:00:00,1,1,1,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-30 10:40:00,2025-01-30 12:00:00,4,4,2,0,2025-03-15 06:01:41
Aquiles Lanza,Pediatría,Cerrada,2025-01-30 10:50:00,2025-01-30 11:10:00,1,1,1,0,2025-03-15 06:01:41
Yucatan,Medicina General,Cerrada,2025-01-30 10:50:00,2025-01-30 11:30:00,2,3,3,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-30 11:00:00,2025-01-30 11:15:00,1,1,1,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-30 11:00:00,2025-01-30 11:20:00,1,1,1,0,2025-03-15 06:01:41
Punta De Rieles,Pediatría,Cerrada,2025-01-30 11:00:00,2025-01-30 11:20:00,1,1,1,0,2025-03-15 06:01:41
Parque Bellan,Ginecoobstetricia,Cerrada,2025-01-30 11:00:00,2025-01-30 11:30:00,1,1,1,0,2025-03-15 06:01:41
Punta De Rieles,Nutrición,Cerrada,2025-01-30 11:00:00,2025-01-30 11:30:00,1,1,1,0,2025-03-15 06:01:41
Inve 16,Odontología,Cerrada,2025-01-30 11:00:00,2025-01-30 11:30:00,2,2,1,0,2025-03-15 06:01:41
Yucatan,Psicología,Cerrada,2025-01-30 11:00:00,2025-01-30 12:00:00,1,1,1,0,2025-03-15 06:01:41
Barrio Sur,Psicología,Cerrada,2025-01-30 11:00:00,2025-01-30 12:00:00,1,1,0,0,2025-03-15 06:01:41
Francisco Pucci,Odontología,Cerrada,2025-01-30 11:00:00,2025-01-30 12:00:00,2,2,2,0,2025-03-15 06:01:41
Luisa Tirapare,Pediatría,Cerrada,2025-01-30 11:00:00,2025-01-30 12:00:00,2,1,1,0,2025-03-15 06:01:41
Parque Bellan,Odontología,Cerrada,2025-01-30 11:00:00,2025-01-30 12:30:00,3,3,0,0,2025-03-15 06:01:41
Los Angeles,Odontología,Cerrada,2025-01-30 11:00:00,2025-01-30 13:30:00,5,5,1,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-30 11:00:00,2025-01-30 14:00:00,4,5,1,0,2025-03-15 06:01:41
Yucatan,Odontología,Cerrada,2025-01-30 11:00:00,2025-01-30 15:30:00,13,13,8,0,2025-03-15 06:01:41
La Teja,Pediatría,Cerrada,2025-01-30 11:10:00,2025-01-30 11:30:00,1,2,2,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina Familiar,Cerrada,2025-01-30 11:10:00,2025-01-30 11:40:00,1,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Pediatría,Cerrada,2025-01-30 11:10:00,2025-01-30 12:10:00,2,2,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-30 11:15:00,2025-01-30 11:30:00,1,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Psicología,Cerrada,2025-01-30 11:15:00,2025-01-30 12:15:00,1,1,0,0,2025-03-15 06:01:41
Punta De Rieles,Pediatría,Cerrada,2025-01-30 11:20:00,2025-01-30 12:00:00,2,1,1,0,2025-03-15 06:01:41
Punta De Rieles,Ginecoobstetricia,Cerrada,2025-01-30 11:30:00,2025-01-30 12:00:00,2,2,2,0,2025-03-15 06:01:41
Barrio Sur,Odontología,Cerrada,2025-01-30 11:30:00,2025-01-30 12:30:00,2,2,2,0,2025-03-15 06:01:41
La Teja,Pediatría,Cerrada,2025-01-30 11:30:00,2025-01-30 12:30:00,3,4,4,0,2025-03-15 06:01:41
Yucatan,Ginecoobstetricia,Cerrada,2025-01-30 11:30:00,2025-01-30 12:30:00,3,4,3,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-30 11:30:00,2025-01-30 13:00:00,3,3,3,0,2025-03-15 06:01:41
Yucatan,Medicina General,Cerrada,2025-01-30 11:30:00,2025-01-30 13:30:00,6,6,4,0,2025-03-15 06:01:41
Yucatan,Medicina Familiar,Cerrada,2025-01-30 11:30:00,2025-01-30 13:30:00,4,5,4,0,2025-03-15 06:01:41
Punta De Rieles,Nutrición,Cerrada,2025-01-30 11:30:00,2025-01-30 15:00:00,7,7,5,0,2025-03-15 06:01:41
Barrio Sur,Psicología,Cerrada,2025-01-30 11:46:00,2025-01-30 11:56:00,1,1,1,0,2025-03-15 06:01:41
Parque Bellan,Medicina General,Cerrada,2025-01-30 12:00:00,2025-01-30 12:20:00,1,1,1,0,2025-03-15 06:01:41
Punta De Rieles,Medicina Familiar,Cerrada,2025-01-30 12:00:00,2025-01-30 12:20:00,1,1,1,0,2025-03-15 06:01:41
La Teja,Odontología,Cerrada,2025-01-30 12:00:00,2025-01-30 12:30:00,2,2,1,0,2025-03-15 06:01:41
La Teja,Enfermería,Cerrada,2025-01-30 12:00:00,2025-01-30 12:30:00,1,1,1,0,2025-03-15 06:01:41
Luisa Tirapare,Pediatría,Cerrada,2025-01-30 12:00:00,2025-01-30 13:00:00,3,0,0,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-30 12:00:00,2025-01-30 13:00:00,2,1,1,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-30 12:00:00,2025-01-30 13:00:00,2,2,2,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-30 12:00:00,2025-01-30 13:00:00,2,1,1,0,2025-03-15 06:01:41
Luisa Tirapare,Psicología,Cerrada,2025-01-30 12:00:00,2025-01-30 14:00:00,2,2,2,0,2025-03-15 06:01:41
Parque Bellan,Medicina Familiar,Cerrada,2025-01-30 12:00:00,2025-01-30 14:00:00,6,7,7,0,2025-03-15 06:01:41
Punta De Rieles,Ginecoobstetricia,Cerrada,2025-01-30 12:00:00,2025-01-30 14:00:00,6,6,5,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-30 12:00:00,2025-01-30 15:00:00,6,4,3,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-30 12:00:00,2025-01-30 15:00:00,6,6,2,0,2025-03-15 06:01:41
Luisa Tirapare,Trabajo Social,Cerrada,2025-01-30 12:00:00,2025-01-30 16:00:00,8,0,0,0,2025-03-15 06:01:41
Barrio Sur,Enfermería,Cerrada,2025-01-30 12:00:00,2025-01-30 17:00:00,15,2,2,0,2025-03-15 06:01:41
Francisco Pucci,Pediatría,Cerrada,2025-01-30 12:10:00,2025-01-30 13:20:00,4,3,3,0,2025-03-15 06:01:41
Francisco Pucci,Odontología,Cerrada,2025-01-30 12:15:00,2025-01-30 12:30:00,1,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Psicología,Cerrada,2025-01-30 12:15:00,2025-01-30 15:15:00,3,3,2,0,2025-03-15 06:01:41
Punta De Rieles,Medicina Familiar,Cerrada,2025-01-30 12:20:00,2025-01-30 13:00:00,2,4,4,0,2025-03-15 06:01:41
Paso De La Arena,Ginecoobstetricia,Cerrada,2025-01-30 12:20:00,2025-01-30 13:40:00,8,6,3,0,2025-03-15 06:01:41
Parque Bellan,Medicina General,Cerrada,2025-01-30 12:20:00,2025-01-30 16:20:00,12,12,10,0,2025-03-15 06:01:41
Francisco Pucci,Odontología,Cerrada,2025-01-30 12:30:00,2025-01-30 13:00:00,1,1,1,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-30 12:30:00,2025-01-30 13:10:00,2,2,2,0,2025-03-15 06:01:41
Parque Bellan,Odontología,Cerrada,2025-01-30 12:30:00,2025-01-30 13:30:00,4,4,4,0,2025-03-15 06:01:41
Casavalle,Ginecoobstetricia,Cerrada,2025-01-30 12:30:00,2025-01-30 13:30:00,3,3,2,0,2025-03-15 06:01:41
La Teja,Odontología,Cerrada,2025-01-30 12:30:00,2025-01-30 13:30:00,2,2,1,0,2025-03-15 06:01:41
Inve 16,Odontología,Cerrada,2025-01-30 12:30:00,2025-01-30 13:30:00,2,1,1,0,2025-03-15 06:01:41
La Teja,Nutrición,Cerrada,2025-01-30 12:30:00,2025-01-30 14:00:00,3,3,3,0,2025-03-15 06:01:41
Punta De Rieles,Oftalmología,Cerrada,2025-01-30 12:30:00,2025-01-30 14:00:00,9,9,4,0,2025-03-15 06:01:41
Colon,Odontología,Cerrada,2025-01-30 12:30:00,2025-01-30 14:30:00,8,3,3,0,2025-03-15 06:01:41
Yucatan,Ginecoobstetricia,Cerrada,2025-01-30 12:30:00,2025-01-30 14:30:00,6,2,2,0,2025-03-15 06:01:41
Lavalleja,Trabajo Social,Cerrada,2025-01-30 12:30:00,2025-01-30 16:00:00,7,7,1,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-30 12:40:00,2025-01-30 13:40:00,2,2,2,0,2025-03-15 06:01:41
Casabo,Enfermería,Cerrada,2025-01-30 13:00:00,2025-01-30 13:15:00,1,1,1,0,2025-03-15 06:01:41
Lavalleja,Medicina Familiar,Cerrada,2025-01-30 13:00:00,2025-01-30 13:20:00,1,1,1,0,2025-03-15 06:01:41
Punta De Rieles,Medicina Familiar,Cerrada,2025-01-30 13:00:00,2025-01-30 13:20:00,1,1,1,0,2025-03-15 06:01:41
Buceo,Odontología,Cerrada,2025-01-30 13:00:00,2025-01-30 13:30:00,1,1,0,0,2025-03-15 06:01:41
Luisa Tirapare,Odontología,Cerrada,2025-01-30 13:00:00,2025-01-30 13:30:00,1,0,0,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-30 13:00:00,2025-01-30 13:30:00,2,2,2,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-30 13:00:00,2025-01-30 13:30:00,1,1,0,0,2025-03-15 06:01:41
Barrio Sur,Psicología,Cerrada,2025-01-30 13:00:00,2025-01-30 14:00:00,1,1,1,0,2025-03-15 06:01:41
Yucatan,Pediatría,Cerrada,2025-01-30 13:00:00,2025-01-30 14:00:00,2,2,2,0,2025-03-15 06:01:41
Zully Sanchez,Psicología,Cerrada,2025-01-30 13:00:00,2025-01-30 14:00:00,1,1,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-30 13:00:00,2025-01-30 14:00:00,4,1,0,0,2025-03-15 06:01:41
Casabo,Psicología,Cerrada,2025-01-30 13:00:00,2025-01-30 14:00:00,1,1,1,0,2025-03-15 06:01:41
Inve 16,Medicina Familiar,Cerrada,2025-01-30 13:00:00,2025-01-30 14:00:00,3,3,3,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-30 13:00:00,2025-01-30 15:00:00,6,6,6,0,2025-03-15 06:01:41
La Teja,Psicología,Cerrada,2025-01-30 13:00:00,2025-01-30 16:00:00,3,2,1,0,2025-03-15 06:01:41
Aquiles Lanza,Nutrición,Cerrada,2025-01-30 13:00:00,2025-01-30 16:00:00,9,10,4,0,2025-03-15 06:01:41
Luisa Tirapare,Pediatría,Cerrada,2025-01-30 13:00:00,2025-01-30 17:00:00,12,6,4,0,2025-03-15 06:01:41
Luisa Tirapare,Medicina General,Cerrada,2025-01-30 13:00:00,2025-01-30 17:00:00,12,9,6,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-30 13:10:00,2025-01-30 14:10:00,3,3,2,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-30 13:10:00,2025-01-30 14:10:00,3,3,3,0,2025-03-15 06:01:41
Punta De Rieles,Medicina Familiar,Cerrada,2025-01-30 13:20:00,2025-01-30 13:40:00,1,1,0,0,2025-03-15 06:01:41
Lavalleja,Medicina Familiar,Cerrada,2025-01-30 13:20:00,2025-01-30 15:00:00,5,5,4,0,2025-03-15 06:01:41
Buceo,Odontología,Cerrada,2025-01-30 13:30:00,2025-01-30 14:00:00,1,1,1,0,2025-03-15 06:01:41
Casavalle,Medicina Familiar,Cerrada,2025-01-30 13:30:00,2025-01-30 14:00:00,1,1,1,0,2025-03-15 06:01:41
Francisco Pucci,Odontología,Cerrada,2025-01-30 13:30:00,2025-01-30 14:00:00,1,1,0,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina Familiar,Cerrada,2025-01-30 13:30:00,2025-01-30 14:30:00,2,2,2,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-30 13:30:00,2025-01-30 15:00:00,4,6,5,0,2025-03-15 06:01:41
Inve 16,Odontología,Cerrada,2025-01-30 13:30:00,2025-01-30 15:30:00,4,4,2,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-30 13:40:00,2025-01-30 16:00:00,7,7,4,0,2025-03-15 06:01:41
Punta De Rieles,Medicina Familiar,Cerrada,2025-01-30 14:00:00,2025-01-30 14:20:00,1,1,1,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-30 14:00:00,2025-01-30 14:30:00,1,2,2,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-30 14:00:00,2025-01-30 14:30:00,1,1,1,0,2025-03-15 06:01:41
Casabo,Psicología,Cerrada,2025-01-30 14:00:00,2025-01-30 15:00:00,1,1,1,0,2025-03-15 06:01:41
Yucatan,Pediatría,Cerrada,2025-01-30 14:00:00,2025-01-30 15:00:00,3,3,3,0,2025-03-15 06:01:41
Parque Bellan,Medicina Familiar,Cerrada,2025-01-30 14:00:00,2025-01-30 15:30:00,3,3,2,0,2025-03-15 06:01:41
Buceo,Odontología,Cerrada,2025-01-30 14:00:00,2025-01-30 15:30:00,3,3,3,0,2025-03-15 06:01:41
Inve 16,Medicina Familiar,Cerrada,2025-01-30 14:00:00,2025-01-30 16:00:00,6,6,6,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-30 14:00:00,2025-01-30 16:30:00,4,4,3,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-30 14:00:00,2025-01-30 18:00:00,9,14,13,0,2025-03-15 06:01:41
Luisa Tirapare,Odontología,Cerrada,2025-01-30 14:00:00,2025-01-30 18:00:00,16,6,3,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-30 14:10:00,2025-01-30 15:00:00,3,3,2,0,2025-03-15 06:01:41
La Paloma,Medicina Familiar,Cerrada,2025-01-30 14:15:00,2025-01-30 14:30:00,1,1,1,0,2025-03-15 06:01:41
Punta De Rieles,Medicina Familiar,Cerrada,2025-01-30 14:20:00,2025-01-30 14:40:00,1,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina Familiar,Cerrada,2025-01-30 14:30:00,2025-01-30 14:50:00,1,1,1,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-30 14:30:00,2025-01-30 15:00:00,2,5,5,0,2025-03-15 06:01:41
Punta De Rieles,Odontología,Cerrada,2025-01-30 14:30:00,2025-01-30 15:30:00,4,4,1,0,2025-03-15 06:01:41
Yucatan,Trabajo Social,Cerrada,2025-01-30 14:30:00,2025-01-30 17:00:00,7,1,1,0,2025-03-15 06:01:41
Punta De Rieles,Medicina Familiar,Cerrada,2025-01-30 14:40:00,2025-01-30 16:40:00,6,7,2,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina Familiar,Cerrada,2025-01-30 14:50:00,2025-01-30 15:50:00,3,3,3,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-30 15:00:00,2025-01-30 15:30:00,1,1,1,0,2025-03-15 06:01:41
Yucatan,Psicología,Cerrada,2025-01-30 15:00:00,2025-01-30 16:00:00,1,1,1,0,2025-03-15 06:01:41
Barrio Sur,Psicología,Cerrada,2025-01-30 15:00:00,2025-01-30 16:00:00,1,1,0,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-30 15:00:00,2025-01-30 16:00:00,2,2,2,0,2025-03-15 06:01:41
Casabo,Psicología,Cerrada,2025-01-30 15:00:00,2025-01-30 16:00:00,1,2,2,0,2025-03-15 06:01:41
Yucatan,Pediatría,Cerrada,2025-01-30 15:00:00,2025-01-30 17:00:00,6,6,4,0,2025-03-15 06:01:41
Francisco Pucci,Odontología,Cerrada,2025-01-30 15:00:00,2025-01-30 17:00:00,4,4,3,0,2025-03-15 06:01:41
Lavalleja,Medicina Familiar,Cerrada,2025-01-30 15:00:00,2025-01-30 17:00:00,4,4,2,0,2025-03-15 06:01:41
Paso De La Arena,Medicina Familiar,Cerrada,2025-01-30 15:10:00,2025-01-30 17:10:00,6,8,8,0,2025-03-15 06:01:41
Buceo,Odontología,Cerrada,2025-01-30 15:30:00,2025-01-30 16:30:00,4,4,3,0,2025-03-15 06:01:41
Yucatan,Medicina Familiar,Cerrada,2025-01-30 15:30:00,2025-01-30 17:30:00,6,7,7,0,2025-03-15 06:01:41
Punta De Rieles,Odontología,Cerrada,2025-01-30 15:30:00,2025-01-30 17:30:00,4,4,3,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-30 15:30:00,2025-01-30 17:30:00,6,6,5,0,2025-03-15 06:01:41
Parque Bellan,Medicina Familiar,Cerrada,2025-01-30 15:30:00,2025-01-30 17:50:00,7,7,6,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina Familiar,Cerrada,2025-01-30 15:50:00,2025-01-30 17:10:00,4,4,0,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-30 16:00:00,2025-01-30 16:15:00,1,1,1,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-30 16:00:00,2025-01-30 16:20:00,1,1,1,0,2025-03-15 06:01:41
Inve 16,Medicina Familiar,Cerrada,2025-01-30 16:00:00,2025-01-30 17:00:00,2,1,0,0,2025-03-15 06:01:41
Aquiles Lanza,Nutrición,Cerrada,2025-01-30 16:00:00,2025-01-30 17:00:00,2,1,1,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-30 16:20:00,2025-01-30 17:20:00,3,6,5,0,2025-03-15 06:01:41
Yano Rodriguez,Odontología,Cerrada,2025-01-30 16:30:00,2025-01-30 17:00:00,1,1,1,0,2025-03-15 06:01:41
Punta De Rieles,Medicina Familiar,Cerrada,2025-01-30 16:40:00,2025-01-30 17:00:00,1,1,0,0,2025-03-15 06:01:41
Parque Bellan,Medicina General,Cerrada,2025-01-30 17:00:00,2025-01-30 18:00:00,3,3,2,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina Familiar,Cerrada,2025-01-30 17:10:00,2025-01-30 17:30:00,2,2,2,0,2025-03-15 06:01:41
Punta De Rieles,Odontología,Cerrada,2025-01-31 07:00:00,2025-01-31 07:30:00,1,1,1,0,2025-03-15 06:01:41
Giraldez,Medicina Familiar,Cerrada,2025-01-31 07:00:00,2025-01-31 09:00:00,6,6,6,0,2025-03-15 06:01:41
Aquiles Lanza,Medicina Familiar,Cerrada,2025-01-31 07:00:00,2025-01-31 09:20:00,7,9,6,0,2025-03-15 06:01:41
Lavalleja,Partera,Cerrada,2025-01-31 07:20:00,2025-01-31 11:40:00,13,10,7,0,2025-03-15 06:01:41
Punta De Rieles,Odontología,Cerrada,2025-01-31 07:30:00,2025-01-31 08:00:00,1,1,1,0,2025-03-15 06:01:41
Luisa Tirapare,Psicología,Cerrada,2025-01-31 07:30:00,2025-01-31 08:30:00,1,1,1,0,2025-03-15 06:01:41
Paso De La Arena,Odontología,Cerrada,2025-01-31 07:30:00,2025-01-31 09:30:00,4,4,4,0,2025-03-15 06:01:41
Barrio Sur,Pediatría,Cerrada,2025-01-31 07:30:00,2025-01-31 09:30:00,6,6,2,0,2025-03-15 06:01:41
Crottogini,Nutrición,Cerrada,2025-01-31 07:30:00,2025-01-31 09:30:00,6,3,3,0,2025-03-15 06:01:41
Francisco Pucci,Medicina Familiar,Cerrada,2025-01-31 07:40:00,2025-01-31 09:00:00,4,4,3,0,2025-03-15 06:01:41
Francisco Pucci,Pediatría,Cerrada,2025-01-31 07:40:00,2025-01-31 10:10:00,7,7,6,0,2025-03-15 06:01:41
Inve 16,Ginecoobstetricia,Cerrada,2025-01-31 08:00:00,2025-01-31 08:20:00,1,1,1,0,2025-03-15 06:01:41
Luisa Tirapare,Partera,Cerrada,2025-01-31 08:00:00,2025-01-31 08:20:00,1,1,0,0,2025-03-15 06:01:41
La Teja,Odontología,Cerrada,2025-01-31 08:00:00,2025-01-31 08:30:00,1,1,1,0,2025-03-15 06:01:41
La Paloma,Psicología,Cerrada,2025-01-31 08:00:00,2025-01-31 08:40:00,1,1,1,0,2025-03-15 06:01:41
Crottogini,Odontología,Cerrada,2025-01-31 08:00:00,2025-01-31 09:00:00,2,2,2,0,2025-03-15 06:01:41
Luisa Tirapare,Pediatría,Cerrada,2025-01-31 08:00:00,2025-01-31 09:00:00,2,2,2,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-31 08:00:00,2025-01-31 09:00:00,1,6,4,0,2025-03-15 06:01:41
Casabo,Psicología,Cerrada,2025-01-31 08:00:00,2025-01-31 09:00:00,1,4,3,0,2025-03-15 06:01:41
Casavalle,Odontología,Cerrada,2025-01-31 08:00:00,2025-01-31 09:00:00,1,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Odontología,Cerrada,2025-01-31 08:00:00,2025-01-31 09:00:00,4,4,3,0,2025-03-15 06:01:41
Punta De Rieles,Odontología,Cerrada,2025-01-31 08:00:00,2025-01-31 09:00:00,4,4,2,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-31 08:00:00,2025-01-31 09:00:00,3,3,2,0,2025-03-15 06:01:41
Buceo,Medicina Familiar,Cerrada,2025-01-31 08:00:00,2025-01-31 09:40:00,5,5,5,0,2025-03-15 06:01:41
Parque Bellan,Ginecoobstetricia,Cerrada,2025-01-31 08:00:00,2025-01-31 10:00:00,6,6,5,0,2025-03-15 06:01:41
Parque Bellan,Medicina Familiar,Cerrada,2025-01-31 08:00:00,2025-01-31 10:00:00,6,6,6,0,2025-03-15 06:01:41
Zully Sanchez,Medicina General,Cerrada,2025-01-31 08:00:00,2025-01-31 10:00:00,6,2,2,0,2025-03-15 06:01:41
Luisa Tirapare,Enfermería,Cerrada,2025-01-31 08:00:00,2025-01-31 10:30:00,7,1,1,0,2025-03-15 06:01:41
Los Angeles,Ginecoobstetricia,Cerrada,2025-01-31 08:00:00,2025-01-31 11:00:00,6,7,5,0,2025-03-15 06:01:41
Parque Bellan,Odontología,Cerrada,2025-01-31 08:00:00,2025-01-31 11:00:00,6,6,6,0,2025-03-15 06:01:41
Los Angeles,Odontología,Cerrada,2025-01-31 08:00:00,2025-01-31 11:00:00,6,6,6,0,2025-03-15 06:01:41
La Teja,Nutrición,Cerrada,2025-01-31 08:00:00,2025-01-31 12:00:00,12,12,9,0,2025-03-15 06:01:41
Casavalle,Trabajo Social,Cerrada,2025-01-31 08:00:00,2025-01-31 12:00:00,8,9,6,0,2025-03-15 06:01:41
Paso De La Arena,Fonoaudiología,Cerrada,2025-01-31 08:00:00,2025-01-31 12:00:00,6,4,2,0,2025-03-15 06:01:41
Lavalleja,Medicina General,Cerrada,2025-01-31 08:10:00,2025-01-31 08:50:00,2,2,2,0,2025-03-15 06:01:41
Jose P. Varela,Odontología,Cerrada,2025-01-31 08:15:00,2025-01-31 08:45:00,2,2,2,0,2025-03-15 06:01:41
Lavalleja,Psicología,Cerrada,2025-01-31 08:15:00,2025-01-31 09:15:00,1,1,1,0,2025-03-15 06:01:41
Buceo,Psicología,Cerrada,2025-01-31 08:15:00,2025-01-31 14:15:00,6,2,2,0,2025-03-15 06:01:41
Luisa Tirapare,Partera,Cerrada,2025-01-31 08:20:00,2025-01-31 08:40:00,1,1,1,0,2025-03-15 06:01:41
Inve 16,Ginecoobstetricia,Cerrada,2025-01-31 08:20:00,2025-01-31 08:40:00,1,1,1,0,2025-03-15 06:01:41
Aquiles Lanza,Enfermería,Cerrada,2025-01-31 08:30:00,2025-01-31 08:50:00,1,1,1,0,2025-03-15 06:01:41
Los Angeles,Medicina Familiar,Cerrada,2025-01-31 08:30:00,2025-01-31 09:00:00,1,1,1,0,2025-03-15 06:01:41
La Paloma,Pediatría,Cerrada,2025-01-31 08:30:00,2025-01-31 09:00:00,1,1,1,0,2025-03-15 06:01:41
Inve 16,Medicina Familiar,Cerrada,2025-01-31 08:30:00,2025-01-31 09:30:00,3,3,3,0,2025-03-15 06:01:41
Zully Sanchez,Medicina Familiar,Cerrada,2025-01-31 08:30:00,2025-01-31 09:30:00,3,3,3,0,2025-03-15 06:01:41
La Teja,Odontología,Cerrada,2025-01-31 08:30:00,2025-01-31 09:30:00,4,5,4,0,2025-03-15 06:01:41
Paso De La Arena,Medicina Familiar,Cerrada,2025-01-31 08:30:00,2025-01-31 09:50:00,4,4,4,0,2025-03-15 06:01:41
